County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Queens,Animal,Dragonflies and Damselflies,Damselflies,Enallagma minusculum,Little Bluet,2008,Threatened,not listed,S1,G4,Recently Confirmed
Queens,Animal,Dragonflies and Damselflies,Damselflies,Ischnura ramburii,Rambur's Forktail,2008,not listed,not listed,S2S3,G5,Recently Confirmed
Queens,Animal,Dragonflies and Damselflies,Dragonflies,Libellula needhami,Needham's Skimmer,2005,not listed,not listed,S3,G5,Recently Confirmed
Queens,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Queens,Animal,Fish,Silversides,Menidia beryllina,Inland Silverside,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Queens,Animal,Fish,Silversides,Menidia menidia,Atlantic Silverside,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Queens,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not available,not listed,not listed,S1,G2G3,Historically Confirmed
Queens,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Queens,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Queens,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Malaclemys terrapin,Diamondback Terrapin,1990-1999,Game with open season,not listed,S3,G4,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,1990-1999,Special Concern,not listed,S2S3,G5,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Reptiles,Lizards,Podarcis sicula,Italian Wall Lizard,1990-1999,not listed,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Coluber constrictor,Racer,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Trachemys scripta,Slider,1990-1999,not listed,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Queens,Natural Community,Tidal Wetlands,Intertidal Wetlands,Low salt marsh,Low Salt Marsh,2003,not applicable,not applicable,S3S4,G4,Recently Confirmed
Queens,Natural Community,Uplands,Open Uplands,Maritime dunes,Maritime Dunes,2006,not applicable,not applicable,S3,G4,Recently Confirmed
Queens,Plant,Ferns and Fern Allies,Ferns,Athyrium asplenioides,Southern Lady Fern,not available,not listed,not listed,S2,G5T5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Chenopodium berlandieri var. macrocalycium,Large Calyx Goosefoot,not available,Endangered,not listed,S1S2,G5T4,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Cuscuta campestris,Field Dodder,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder,1990,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,1871,Threatened,not listed,S2,G4,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Euphorbia ipecacuanhae,American Ipecac,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Gentiana saponaria,Soapwort Gentian,1929,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil,1861,Threatened,not listed,S2,G4,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Iris prismatica,Slender Blue Flag,not available,Threatened,not listed,S2,G4G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lemna valdiviana,Pale Duckweed,2004,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Linum medium var. texanum,Southern Yellow Flax,1916,Threatened,not listed,S2,G5T5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Lobelia nuttallii,Nuttall's Lobelia,not available,Rare,not listed,S3,G4G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Ludwigia sphaerocarpa,Globe-fruited Ludwigia,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Yellow Loosestrife,2008,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Oldenlandia uniflora,Clustered Bluets,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Oxypolis rigidior,Stiff Cowbane,1940,Endangered,not listed,SH,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,1911,Endangered,not listed,S1S2,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Swamp Smartweed,1919,Endangered,not listed,S1S2,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Plantago maritima var. juncoides,Seaside Plantain,not available,Threatened,not listed,S2S3,G5T5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygala lutea,Orange Milkwort,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not available,not listed,not listed,S2S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygonum glaucum,Seabeach Knotweed,2002,Rare,not listed,S3,G3,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Quercus phellos,Willow Oak,1995,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Ranunculus cymbalaria,Seaside Crowfoot,not available,Endangered,not listed,SH,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Salicornia bigelovii,Dwarf Glasswort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Scutellaria elliptica var. elliptica,Hairy Skullcap,1910,not listed,not listed,SX,G5T5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Cyperus polystachyos,Coast Flatsedge,2004,Endangered,not listed,S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,not available,Threatened,not listed,S2,G5T4T5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Strophostyles umbellata,Pink Wild Bean,1911,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Suaeda linearis,Narrow-leaf Sea Blite,1997,Endangered,not listed,S1S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,not available,Rare,not listed,S3,G5T3,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,not available,Threatened,not listed,S2,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola brittoniana,Coast Violet,not available,Endangered,not listed,S1,G4G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,Seaside Bulrush,2003,Threatened,not listed,S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Bolboschoenus novae-angliae,Saltmarsh Bulrush,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex barrattii,Barratt's Sedge,1926,Endangered,not listed,S1,G4,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex bullata,Button Sedge,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,1912,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,1929,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex caroliniana,Carolina Sedge,1904,Endangered,not listed,SH,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,not available,Threatened,not listed,S2,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex hormathodes,Marsh Straw Sedge,1916,Threatened,not listed,S2S3,G4G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Tomostima reptans,Carolina Whitlow Grass,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex meadii,Mead's Sedge,1905,Endangered,not listed,SH,G4G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex mitchelliana,Mitchell's Sedge,not available,Endangered,not listed,S1S2,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex polymorpha,Variable Sedge,1926,not listed,not listed,SX,G3,Possible but not Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,not available,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge,1929,Endangered,not listed,S1,G4G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Cyperus echinatus,Globose Flatsedge,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Cyperus flavescens,Yellow Flatsedge,1992,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Fimbristylis castanea,Marsh Fimbry,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Scirpus longii,Long's Bulrush,1905,not listed,not listed,SX,G2G3,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,not available,Endangered,not listed,S1S2,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1992,Endangered,not listed,S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Tooth Cup,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium pubescens,Serrate Round-leaf Boneset,not available,Endangered,not listed,S1,G5T5,Possible but not Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium resinosum,Pine Barrens Boneset,1845,not listed,not listed,SX,G3,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium rotundifolium,Round-leaf Boneset,not available,Endangered,not listed,SH,G5,Historically Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium torreyanum,Fringed Boneset,1995,Threatened,not listed,S2,G5T4T5,Recently Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eurybia radula,Swamp Aster,1902,Endangered,not listed,SH,G5,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Helianthus angustifolius,Swamp Sunflower,1906,Threatened,not listed,S2,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,1904,Endangered,not listed,S1,G5?,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Sericocarpus linifolius,Flax-leaf Whitetop,1926,Threatened,not listed,S2,G5,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimifolia,Coastal Goldenrod,1926,Endangered,not listed,S1,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,Dune Sandspur,1999,Threatened,not listed,S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Grasses,Dichanthelium scoparium,Velvet Panic Grass,1938,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,not available,Endangered,not listed,S1,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,1902,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Agalinis maritima var. maritima,Seaside Gerardia,not available,Threatened,not listed,S2S3,G5T5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,1984,Threatened,not listed,S2S3,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,1990,Threatened,not listed,S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Aletris farinosa,Stargrass,not available,Threatened,not listed,S2,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Amaranthus pumilus,Seabeach Amaranth,2006,Threatened,Threatened,S2,G2,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,not available,Threatened,not listed,S2S3,G5?,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias rubra,Red Milkweed,not available,not listed,not listed,SX,G4G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed,1918,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Screw-stem,not available,Endangered,not listed,S1,G5T5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,1842,Endangered,not listed,SH,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Everlasting,not available,not listed,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Scleria muehlenbergii,Muhlenberg's Nut Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Grasses,Panicum amarum var. amarum,Dune Panic Grass,not available,Rare,not listed,S3,G5T5?,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygala cruciata,Cross-leaved Milkwort,not available,not listed,not listed,S3?,G5,Historically Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromatica,Small White Snakeroot,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Grasses,Aristida longespica,Slender Threeawn,not available,not listed,not listed,SH,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet,not available,Rare,not listed,S3,G5TNR,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Commelina erecta,Slender Dayflower,not available,not listed,not listed,SX,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium subvenosum,Trinerved White Boneset,not available,Threatened,not listed,S2S3,G5T4,Possible but not Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium horridulum var. horridulum,Yellow Thistle,not available,not listed,not listed,S3,G5T5,Extirpated
